Date,Open,High,Low,Close,Volume,Adj Close
2013-05-15,154.04,156.28,153.79,155.61,4177800,154.61
2013-05-14,149.50,154.94,149.50,154.52,5825300,153.53
2013-05-13,147.67,150.33,147.06,149.63,2975200,148.67
2013-05-10,148.57,149.18,147.50,149.10,2632400,148.15
2013-05-09,150.10,150.86,148.25,148.54,2819500,147.59
2013-05-08,149.13,150.99,148.40,150.26,3519200,149.30
2013-05-07,149.41,149.94,147.55,149.32,3137600,148.36
2013-05-06,145.92,149.54,145.64,148.45,3740400,147.50
2013-05-03,145.31,146.84,145.06,145.37,4018800,144.44
2013-05-02,142.68,143.67,140.39,143.67,4331900,142.75
2013-05-01,145.83,145.83,142.40,142.61,3509000,141.70
2013-04-30,145.19,146.54,144.56,146.07,2586300,145.13
2013-04-29,144.54,145.90,143.91,145.11,2715300,144.18
2013-04-26,144.50,145.41,143.07,144.11,2235200,143.19
2013-04-25,144.11,146.05,143.75,144.76,2637400,143.83
2013-04-24,143.27,144.45,142.95,143.93,2785200,143.01
2013-04-23,140.44,143.39,139.92,142.94,3698200,142.02
2013-04-22,139.01,139.85,137.29,139.52,3187100,138.63
2013-04-19,139.31,139.84,137.85,138.72,3962600,137.83
2013-04-18,140.09,140.90,137.42,138.60,4819700,137.71
2013-04-17,142.99,143.60,138.05,140.60,6361500,139.70
2013-04-16,148.13,148.43,142.14,144.10,8274400,143.18
2013-04-15,148.75,151.45,145.53,146.46,5554900,145.52
2013-04-12,148.40,149.60,147.01,149.12,3131400,148.17
2013-04-11,149.46,150.59,148.22,149.07,2951800,148.12
2013-04-10,147.30,149.74,147.24,149.46,3127600,148.50
2013-04-09,144.32,147.57,144.07,146.52,3262800,145.58
2013-04-08,143.83,144.12,141.84,143.82,2908700,142.90
2013-04-05,140.61,143.80,140.34,143.69,3864300,142.77
2013-04-04,143.52,144.95,142.24,142.99,3423800,142.07
2013-04-03,146.76,146.87,142.18,143.41,4373300,142.49
2013-04-02,145.27,147.49,144.77,146.68,3374100,145.74
2013-04-01,146.67,148.06,144.60,146.04,2581100,145.10
2013-03-28,148.12,149.06,147.13,147.15,3701300,146.21
2013-03-27,145.88,148.63,145.86,147.84,3964800,146.89
2013-03-26,148.29,148.34,144.87,146.54,3860400,145.60
2013-03-25,147.99,148.66,144.68,146.11,3775400,145.17
2013-03-22,146.51,147.70,145.61,146.60,3456800,145.66
2013-03-21,149.29,150.22,145.37,145.38,4704000,144.45
2013-03-20,150.02,151.48,149.25,150.13,2883800,149.17
2013-03-19,152.61,153.09,147.82,148.84,4726900,147.89
2013-03-18,152.53,153.11,150.89,151.95,3788100,150.98
2013-03-15,151.35,155.63,151.30,154.84,7301200,153.85
2013-03-14,152.27,154.34,152.16,154.02,3886600,153.03
2013-03-13,152.03,152.87,150.58,151.91,3356400,150.94
2013-03-12,153.30,153.80,150.46,151.85,3432200,150.88
2013-03-11,152.45,154.32,152.36,153.30,3586400,152.32
2013-03-08,155.89,156.23,152.01,152.98,6615000,152.00
2013-03-07,154.70,157.19,154.50,156.62,3886300,155.62
2013-03-06,154.06,155.05,152.80,154.13,3593200,153.14
2013-03-05,153.45,154.96,152.80,152.96,4589300,151.98
2013-03-04,150.01,152.47,149.71,152.18,3209200,151.21
2013-03-01,148.12,151.70,147.22,150.53,4538400,149.57
2013-02-28,151.35,152.40,149.76,149.76,4956000,148.80
2013-02-27,147.87,152.05,147.76,151.65,4695000,150.68
2013-02-26,148.11,149.46,146.71,148.00,5686600,147.05
2013-02-25,155.19,155.69,147.60,147.65,6294200,146.21
2013-02-22,152.37,154.13,152.05,154.09,4772700,152.58
2013-02-21,153.72,153.95,149.80,150.88,8318000,149.41
2013-02-20,158.22,158.50,154.56,155.18,5029700,153.66
2013-02-19,155.69,159.00,155.25,158.65,5103400,157.10
2013-02-15,156.40,156.54,154.08,154.99,4254400,153.48
2013-02-14,153.84,156.72,153.62,155.93,5035800,154.41
2013-02-13,154.11,154.85,153.28,154.52,4369100,153.01
2013-02-12,152.48,154.32,151.79,154.11,4309000,152.60
2013-02-11,151.42,152.87,150.96,152.24,3751400,150.75
2013-02-08,150.78,151.97,150.35,151.60,3612300,150.12
2013-02-07,150.76,152.50,149.00,150.26,4890800,148.79
2013-02-06,149.75,151.14,149.17,151.12,3940600,149.64
2013-02-05,148.35,150.75,148.18,150.45,4219200,148.98
2013-02-04,148.25,148.95,146.62,147.52,4679400,146.08
2013-02-01,148.51,150.40,147.76,149.90,4563800,148.44
2013-01-31,146.26,148.00,146.26,147.86,3680900,146.42
2013-01-30,146.81,147.42,145.91,147.15,4083100,145.71
2013-01-29,144.10,147.50,143.84,147.10,4519800,145.66
2013-01-28,144.43,145.25,143.69,144.15,3045600,142.74
2013-01-25,144.18,145.27,143.30,144.46,4639400,143.05
2013-01-24,145.00,146.74,144.06,144.96,4638200,143.54
2013-01-23,145.78,145.94,144.81,145.56,3948700,144.14
2013-01-22,144.01,146.28,143.34,145.95,5158400,144.52
2013-01-18,141.35,144.81,141.24,144.45,7349000,143.04
2013-01-17,140.89,141.95,139.62,141.01,6596000,139.63
2013-01-16,138.94,141.58,137.90,141.09,10650800,139.71
2013-01-15,135.55,137.26,135.12,135.59,4322800,134.27
2013-01-14,137.19,137.32,135.66,136.13,2855800,134.80
2013-01-11,137.02,137.17,136.13,137.13,3211700,135.79
2013-01-10,135.07,138.15,134.13,137.37,5960700,136.03
2013-01-09,133.40,134.43,133.27,134.32,3666500,133.01
2013-01-08,133.71,133.95,132.70,133.05,2760200,131.75
2013-01-07,134.12,134.51,132.88,134.26,3556900,132.95
2013-01-04,130.93,134.64,130.32,134.51,5234600,133.20
2013-01-03,131.70,131.78,130.07,130.94,4584600,129.66
2013-01-02,131.30,131.66,129.62,131.66,4449000,130.37
2012-12-31,125.42,127.68,124.79,127.56,3623000,126.31
2012-12-28,125.73,126.62,125.34,125.52,1859200,124.29
2012-12-27,127.55,128.30,124.57,126.67,3263500,125.43
2012-12-26,128.16,129.30,127.11,127.16,2210100,125.92
2012-12-24,127.87,128.50,127.40,127.54,1359300,126.29
2012-12-21,126.63,128.95,125.63,128.44,6393300,127.19
2012-12-20,127.35,129.72,126.62,129.72,4402500,128.45
2012-12-19,128.67,129.30,126.81,127.25,5525400,126.01
2012-12-18,124.82,128.00,124.49,127.77,8040300,126.52
2012-12-17,120.19,123.49,120.03,123.49,5476700,122.28
2012-12-14,118.45,120.07,118.30,119.36,3717200,118.19
2012-12-13,117.81,119.16,117.59,118.50,3329100,117.34
2012-12-12,119.29,119.98,118.08,118.09,5372400,116.94
2012-12-11,117.56,119.80,117.04,118.86,5696500,117.70
2012-12-10,116.61,117.17,115.62,117.01,3331900,115.87
2012-12-07,117.77,118.00,116.14,116.57,3960500,115.43
2012-12-06,117.22,117.48,116.20,117.20,2330900,116.06
2012-12-05,117.02,117.90,116.00,117.13,3283000,115.99
2012-12-04,118.12,118.39,116.20,116.58,3591600,115.44
2012-12-03,118.42,119.64,118.07,118.40,3613900,117.24
2012-11-30,117.96,119.44,117.69,117.79,4264300,116.64
2012-11-29,120.00,120.45,118.52,118.73,2980800,117.57
2012-11-28,117.25,119.33,116.57,119.33,3811200,118.16
2012-11-27,120.50,121.34,118.38,118.41,3875200,116.76
2012-11-26,119.16,120.95,118.50,120.94,3371000,119.25
2012-11-23,118.67,120.31,118.27,120.31,1977500,118.63
2012-11-21,118.18,118.23,116.83,117.70,2075200,116.06
2012-11-20,117.93,118.75,117.37,118.09,3304000,116.44
2012-11-19,117.20,119.19,117.19,118.30,3868600,116.65
2012-11-16,115.53,116.57,114.23,115.84,4515900,114.22
2012-11-15,114.51,116.36,113.91,115.44,3702900,113.83
2012-11-14,116.65,117.45,113.88,114.24,3885700,112.65
2012-11-13,115.89,118.35,115.08,116.47,3156600,114.85
2012-11-12,116.79,117.84,116.30,117.24,2453600,115.60
2012-11-09,114.71,117.85,113.84,116.15,4823100,114.53
2012-11-08,119.21,119.84,115.26,115.27,6252100,113.66
2012-11-07,122.80,123.12,117.97,117.98,7075800,116.33
2012-11-06,124.33,126.73,124.30,126.25,3986000,124.49
2012-11-05,123.19,124.46,122.11,124.08,2568700,122.35
2012-11-02,125.35,125.89,123.06,123.25,3188800,121.53
2012-11-01,122.82,124.88,122.36,124.85,3336200,123.11
2012-10-31,119.73,122.60,119.66,122.39,3679700,120.68
2012-10-26,119.24,120.38,118.38,119.44,3960900,117.77
2012-10-25,120.83,122.19,118.65,119.72,4128800,118.05
2012-10-24,119.83,121.35,119.77,119.77,3662000,118.10
2012-10-23,120.47,121.66,118.12,119.00,5818500,117.34
2012-10-22,122.02,124.36,121.92,122.77,3643000,121.06
2012-10-19,124.46,125.17,123.02,123.62,5876400,121.90
2012-10-18,123.80,126.48,123.19,125.15,5375100,123.40
2012-10-17,123.32,125.05,123.05,124.92,6712400,123.18
2012-10-16,124.23,125.97,122.35,123.22,10115900,121.50
2012-10-15,121.70,124.61,120.75,124.50,6412000,122.76
2012-10-12,121.62,122.28,119.89,120.20,4054900,118.52
2012-10-11,120.95,122.94,120.75,121.99,4707200,120.29
2012-10-10,119.50,120.25,119.06,120.08,2829600,118.41
2012-10-09,119.39,120.74,119.02,119.63,3260600,117.96
2012-10-08,118.28,119.72,118.15,119.46,2140400,117.79
2012-10-05,120.83,121.40,118.58,119.31,3938300,117.65
2012-10-04,118.66,120.36,117.93,119.90,3743200,118.23
2012-10-03,117.62,118.17,116.22,117.91,3036400,116.27
2012-10-02,117.55,118.24,117.09,117.25,3681300,115.61
2012-10-01,116.67,119.02,116.40,116.86,5338600,115.23
2012-09-28,115.01,115.01,113.23,113.68,3653700,112.09
2012-09-27,113.74,115.86,113.72,115.23,3898900,113.62
2012-09-26,113.22,113.64,111.90,113.08,5185100,111.50
2012-09-25,117.13,117.65,113.50,113.50,4547700,111.92
2012-09-24,116.34,117.43,114.90,116.60,3697500,114.97
2012-09-21,118.36,118.38,116.56,116.72,8188700,115.09
2012-09-20,117.64,117.82,116.24,117.63,4448100,115.99
2012-09-19,120.37,120.37,119.02,119.02,4818300,117.36
2012-09-18,119.43,120.36,118.75,119.88,3033300,118.21
2012-09-17,120.32,121.11,119.51,119.90,3598300,118.23
2012-09-14,121.26,122.60,120.48,121.36,6187700,119.67
2012-09-13,117.99,121.05,117.68,120.67,5261600,118.99
2012-09-12,117.40,118.46,116.69,118.24,4233700,116.59
2012-09-11,115.23,117.76,115.02,116.69,3898500,115.06
2012-09-10,116.06,116.25,114.54,114.68,4225100,113.08
2012-09-07,113.80,116.75,113.55,116.33,6137100,114.71
2012-09-06,110.61,113.78,110.01,113.54,6521500,111.96
2012-09-05,106.90,110.00,106.79,109.94,6371600,108.41
2012-09-04,105.55,107.25,105.54,106.41,3249200,104.93
2012-08-31,105.41,106.58,105.31,105.72,3264100,104.25
2012-08-30,104.74,105.20,103.95,104.72,2823700,103.26
2012-08-29,105.36,106.29,105.04,105.53,2266900,104.06
2012-08-28,104.46,105.89,104.20,105.03,2611100,103.56
2012-08-27,105.12,105.85,104.58,105.12,2466800,103.20
2012-08-24,103.56,105.22,102.23,104.96,3527100,103.04
2012-08-23,104.59,104.99,103.65,104.08,3583100,102.18
2012-08-22,104.77,106.35,103.67,104.67,4202400,102.76
2012-08-21,105.69,107.34,104.75,105.32,4459800,103.40
2012-08-20,103.32,105.50,103.14,105.28,3860800,103.36
2012-08-17,103.45,103.61,102.80,103.60,2509700,101.71
2012-08-16,103.26,103.93,102.60,103.49,2417900,101.60
2012-08-15,103.35,104.50,103.05,103.13,2452500,101.25
2012-08-14,104.15,105.63,102.91,103.26,3148200,101.37
2012-08-13,102.55,103.97,102.55,103.61,2008600,101.72
2012-08-10,103.37,103.38,102.12,103.02,3121600,101.14
2012-08-09,102.41,104.00,102.30,103.60,2850200,101.71
2012-08-08,102.50,103.31,102.17,102.50,2351100,100.63
2012-08-07,102.38,104.38,102.33,103.24,3845000,101.35
2012-08-06,101.25,102.85,100.75,102.02,2768700,100.16
2012-08-03,99.35,101.36,99.00,100.98,3283100,99.14
2012-08-02,98.50,99.03,96.72,97.81,3980200,96.02
2012-08-01,101.27,101.76,99.82,100.09,3092800,98.26
2012-07-31,100.26,101.78,100.00,100.90,3664000,99.06
2012-07-30,101.15,102.18,100.35,100.88,3659600,99.04
2012-07-27,98.41,102.05,98.12,101.64,6397200,99.78
2012-07-26,97.44,98.20,96.75,98.06,5075800,96.27
2012-07-25,95.06,96.69,94.85,95.96,4578900,94.21
2012-07-24,93.38,94.60,93.21,94.47,5301700,92.74
2012-07-23,91.94,93.42,91.15,93.16,4761200,91.46
2012-07-20,94.47,95.30,94.10,94.16,5543900,92.44
2012-07-19,96.60,96.64,94.55,95.00,6164100,93.26
2012-07-18,97.35,97.81,96.18,96.51,4443200,94.75
2012-07-17,100.24,100.49,97.18,97.98,9502200,96.19
2012-07-16,97.73,98.15,95.96,97.68,4503000,95.90
2012-07-13,94.92,97.86,94.80,97.43,4592400,95.65
2012-07-12,94.34,94.74,93.23,94.02,3187000,92.30
2012-07-11,93.88,95.47,93.75,95.13,4516400,93.39
2012-07-10,94.86,95.30,93.15,94.25,3668600,92.53
2012-07-09,94.84,95.35,93.67,94.47,4121300,92.74
2012-07-06,94.64,96.00,94.50,95.47,3312800,93.73
2012-07-05,98.21,98.21,95.89,95.92,3736900,94.17
2012-07-03,97.13,98.77,96.63,98.60,2251100,96.80
2012-07-02,96.56,97.30,95.59,97.13,3515900,95.36
2012-06-29,96.01,96.18,94.52,95.86,6245300,94.11
2012-06-28,92.09,93.52,91.33,93.49,4413500,91.78
2012-06-27,91.19,93.79,91.02,93.27,3576100,91.57
2012-06-26,91.49,91.83,90.43,91.03,4248000,89.37
2012-06-25,92.36,92.40,90.66,91.22,4211300,89.55
2012-06-22,95.32,95.32,93.16,93.63,6720200,91.92
2012-06-21,96.80,96.87,93.87,93.90,5577700,92.19
2012-06-20,97.01,97.60,95.37,96.55,4941300,94.79
2012-06-19,94.30,97.47,94.15,96.37,5295200,94.61
2012-06-18,95.24,95.27,93.32,93.63,4081400,91.92
2012-06-15,93.68,95.77,92.75,95.66,6186200,93.91
2012-06-14,92.94,94.29,92.51,93.82,4461000,92.11
2012-06-13,93.32,94.42,92.27,92.72,6311000,91.03
2012-06-12,92.91,94.04,92.52,94.04,3668500,92.32
2012-06-11,96.01,96.76,92.66,92.80,4941700,91.11
2012-06-08,93.63,94.84,92.89,94.54,3366700,92.81
2012-06-07,96.64,97.50,93.29,94.00,6068400,92.28
2012-06-06,93.04,95.07,92.90,94.96,6399600,93.23
2012-06-05,90.96,93.00,90.71,92.21,4682900,90.53
2012-06-04,92.76,93.02,90.55,91.00,5332600,89.34
2012-06-01,94.07,94.20,92.19,92.64,5384700,90.95
2012-05-31,94.90,96.65,93.70,95.70,4833000,93.95
2012-05-30,96.68,96.90,94.41,94.61,5713200,92.88
2012-05-29,97.01,97.88,95.38,97.86,4528000,96.07
2012-05-25,96.54,97.78,96.51,96.70,3096000,94.48
2012-05-24,98.32,98.50,95.84,96.86,5177300,94.64
2012-05-23,96.75,98.51,95.51,98.04,5469700,95.79
2012-05-22,96.88,99.95,96.59,97.53,5839700,95.29
2012-05-21,94.80,97.55,94.00,96.51,5314700,94.30
2012-05-18,97.53,97.90,95.00,95.49,7184700,93.30
2012-05-17,98.57,99.94,97.08,97.08,6375200,94.85
2012-05-16,100.55,102.14,98.20,98.20,5797200,95.95
2012-05-15,100.14,101.77,99.78,99.87,5656700,97.58
2012-05-14,100.86,101.07,99.32,99.77,10075600,97.48
2012-05-11,103.42,103.79,101.59,102.13,10631800,99.79
2012-05-10,108.56,109.36,106.12,106.32,4694200,103.88
2012-05-09,107.30,108.64,106.66,107.29,4777100,104.83
2012-05-08,108.99,110.19,107.77,109.37,4065900,106.86
2012-05-07,108.53,110.86,108.29,110.04,3267400,107.52
2012-05-04,110.78,110.90,108.80,108.99,5500100,106.49
2012-05-03,113.98,114.28,110.81,111.53,4854800,108.97
2012-05-02,114.10,114.47,112.77,113.77,3956400,111.16
2012-05-01,114.84,116.48,114.15,115.33,4308600,112.69
2012-04-30,114.19,115.30,113.61,115.15,4240300,112.51
2012-04-27,114.23,114.99,113.34,114.41,4008400,111.79
2012-04-26,113.43,115.55,113.08,114.56,4587600,111.93
2012-04-25,115.11,115.11,112.72,113.98,5080600,111.37
2012-04-24,111.56,114.25,111.04,114.11,4701900,111.49
2012-04-23,110.52,111.94,110.07,111.75,7047600,109.19
2012-04-20,113.91,114.17,112.32,112.44,5369600,109.86
2012-04-19,115.10,115.48,112.47,113.60,9240300,110.99
2012-04-18,114.76,116.79,114.23,115.33,6637400,112.69
2012-04-17,119.37,119.77,116.24,116.86,12894400,114.18
2012-04-16,117.12,118.41,114.96,117.73,7137600,115.03
2012-04-13,119.99,120.09,114.89,115.09,6368200,112.45
2012-04-12,116.57,120.41,116.00,120.39,5514600,117.63
2012-04-11,116.37,117.02,115.56,115.93,4177500,113.27
2012-04-10,117.28,118.22,114.45,114.56,5770400,111.93
2012-04-09,116.06,117.99,115.67,117.02,4043300,114.34
2012-04-05,119.45,120.59,117.63,118.00,6103700,115.29
2012-04-04,120.82,121.63,119.86,119.96,5633800,117.21
2012-04-03,124.32,124.43,121.70,122.71,5594800,119.90
2012-04-02,124.14,125.54,123.38,124.90,4084700,122.04
2012-03-30,124.69,125.47,122.93,124.37,4651400,121.52
2012-03-29,125.66,126.60,122.89,123.76,5538800,120.92
2012-03-28,126.10,127.24,124.09,126.36,5187900,123.46
2012-03-27,128.59,128.72,126.20,126.33,5447000,123.43
2012-03-26,127.26,128.21,126.44,128.07,4444000,125.13
2012-03-23,125.86,126.80,124.51,126.18,5160600,123.29
2012-03-22,124.79,125.57,124.09,124.74,5028400,121.88
2012-03-21,126.68,127.51,124.51,125.99,4820500,123.10
2012-03-20,123.49,127.86,123.26,126.02,8247000,123.13
2012-03-19,122.93,126.00,122.20,124.30,8020700,121.45
2012-03-16,123.10,123.50,121.06,122.93,7425700,120.11
2012-03-15,121.73,123.55,120.12,123.06,7245600,120.24
2012-03-14,124.52,124.87,119.82,120.37,14837200,117.61
2012-03-13,118.40,124.85,118.40,124.54,11884700,121.68
2012-03-12,117.70,117.87,116.28,116.99,4060000,114.31
2012-03-09,117.62,118.49,116.24,117.29,5000600,114.60
2012-03-08,117.73,118.68,116.08,117.17,4784100,114.48
2012-03-07,114.66,116.73,114.29,116.40,5595000,113.73
2012-03-06,116.12,116.24,113.11,113.67,8161100,111.06
2012-03-05,119.60,119.95,117.51,118.63,5612700,115.91
2012-03-02,121.41,122.18,119.86,119.96,7044100,117.21
2012-03-01,115.97,121.24,115.84,121.13,10485800,118.35
2012-02-29,116.51,118.13,115.14,115.14,6650700,112.50
2012-02-28,116.00,118.66,115.25,117.11,6448200,114.42
2012-02-27,114.52,116.65,113.94,116.23,4370200,113.22
2012-02-24,116.32,116.97,115.11,115.87,4877500,112.87
2012-02-23,114.62,115.82,113.22,115.80,5609600,112.80
2012-02-22,116.22,117.14,114.29,114.36,4508500,111.40
2012-02-21,116.22,117.91,115.93,116.63,5320400,113.61
2012-02-17,115.46,116.65,114.83,115.91,5182300,112.91
2012-02-16,112.45,114.98,111.62,114.74,6372400,111.77
2012-02-15,113.28,115.25,112.91,113.17,6111800,110.24
2012-02-14,113.66,113.85,111.40,112.87,4870300,109.95
2012-02-13,115.86,116.07,113.98,114.53,3990000,111.57
2012-02-10,114.52,115.66,113.26,114.12,5849400,111.17
2012-02-09,117.19,117.39,115.05,115.88,4769800,112.88
2012-02-08,116.61,117.04,114.54,116.15,4958200,113.14
2012-02-07,116.77,116.98,115.31,115.98,5727300,112.98
2012-02-06,116.39,117.60,116.33,117.39,3421900,114.35
2012-02-03,115.61,117.57,115.40,117.53,7454500,114.49
2012-02-02,114.34,115.41,112.71,113.39,6624200,110.46
2012-02-01,112.61,116.65,111.61,113.45,11333000,110.51
2012-01-31,110.69,112.50,109.16,111.47,8028400,108.59
2012-01-30,110.37,110.42,108.77,109.73,6356900,106.89
2012-01-27,107.77,112.20,107.62,111.77,8403600,108.88
2012-01-26,108.61,110.30,108.03,108.56,6909600,105.75
2012-01-25,106.23,108.95,105.93,108.27,7927600,105.47
2012-01-24,106.79,109.10,106.25,108.87,4543900,106.05
2012-01-23,108.49,110.90,107.52,108.19,7091800,105.39
2012-01-20,107.32,109.43,106.60,108.74,8439700,105.93
2012-01-19,106.25,108.30,104.88,107.68,11480900,104.89
2012-01-18,99.00,105.83,97.80,104.31,17960300,101.61
2012-01-17,98.62,101.84,96.95,97.68,8041500,95.15
2012-01-13,98.00,99.43,97.00,98.96,7615800,96.40
2012-01-12,100.56,101.45,98.26,101.21,6858700,98.59
2012-01-11,97.94,100.62,97.50,99.76,7223000,97.18
2012-01-10,97.36,99.48,97.04,98.33,7682700,95.79
2012-01-09,93.49,95.11,92.96,94.69,5018200,92.24
2012-01-06,93.80,93.96,92.42,93.42,5940900,91.00
2012-01-05,93.95,95.80,92.50,94.58,8131300,92.13
2012-01-04,94.73,95.13,93.68,94.74,7406200,92.29
2012-01-03,92.97,96.43,92.83,95.36,8645200,92.89
2011-12-30,90.53,91.14,90.14,90.43,4182800,88.09
2011-12-29,90.59,91.43,90.25,91.01,4290500,88.66
2011-12-28,91.66,92.44,90.04,90.12,3917400,87.79
2011-12-27,93.50,93.84,91.83,91.90,3672000,89.52
2011-12-23,94.80,95.00,92.73,93.79,3919500,91.36
2011-12-22,92.12,94.95,91.79,94.42,8280500,91.98
2011-12-21,91.04,92.21,89.28,92.00,6422500,89.62
2011-12-20,89.82,91.50,88.15,90.98,8610800,88.63
2011-12-19,90.62,90.92,86.90,87.70,9545300,85.43
2011-12-16,92.71,93.59,89.90,90.10,10053500,87.77
2011-12-15,94.74,95.10,91.90,91.90,8163200,89.52
2011-12-14,93.78,95.71,92.45,93.25,8376300,90.84
2011-12-13,99.19,99.94,93.35,95.04,10105700,92.58
2011-12-12,99.34,99.45,97.52,98.03,6133300,95.49
2011-12-09,101.12,103.58,100.79,101.45,7014600,98.82
2011-12-08,103.68,104.69,99.38,99.92,9218200,97.33
2011-12-07,100.27,106.10,99.05,105.13,10620400,102.41
2011-12-06,99.64,102.10,99.00,101.16,6401800,98.54
2011-12-05,99.56,102.19,99.05,99.82,8527400,97.24
2011-12-02,95.53,102.42,95.53,97.25,15122900,94.73
2011-12-01,94.58,95.62,93.20,94.43,6036600,91.99
2011-11-30,92.40,96.01,91.37,95.86,10871200,93.38
2011-11-29,90.35,91.29,88.65,88.81,5877300,86.51
2011-11-28,92.72,93.75,89.37,90.78,8730600,88.09
2011-11-25,88.06,91.44,87.74,88.75,3675000,86.12
2011-11-23,88.98,89.28,87.60,87.89,6608600,85.29
2011-11-22,90.71,91.80,88.61,89.40,7087400,86.75
2011-11-21,90.18,92.29,88.90,91.30,7802900,88.59
